state,action,reward,next_state,reward_detail
244|83|428|190|457|374,461|137|230,0,244|83|428|190|457|374,[0 0 0]
10|194|39|496|403|89,97|391|133,5,194|39|496|403|89|97,[5 0 0]
89|62|412|349|140|233,465|64|463,1,62|412|349|140|233|463,[0 0 1]
253|156|79|334|436|149,373|310|25,6,79|334|436|149|310|25,[0 1 5]
295|56|37|478|485|253,263|474|358,5,56|37|478|485|253|474,[0 5 0]
230|343|74|375|447|125,319|324|326,1,343|74|375|447|125|324,[0 1 0]
214|254|103|361|239|292,98|217|77,2,103|361|239|292|98|77,[1 0 1]
112|121|65|223|96|168,222|229|72,2,65|223|96|168|222|72,[1 0 1]
459|179|98|211|39|353,433|94|200,15,211|39|353|433|94|200,[5 5 5]
180|249|159|270|331|277,1|334|387,0,180|249|159|270|331|277,[0 0 0]
27|104|299|13|365|4,29|495|84,5,104|299|13|365|4|495,[0 5 0]
198|4|217|28|339|227,43|249|32,0,198|4|217|28|339|227,[0 0 0]
27|158|428|260|49|467,353|472|245,2,428|260|49|467|472|245,[0 1 1]
311|19|482|242|459|143,406|458|446,6,482|242|459|143|406|458,[5 1 0]
259|109|472|160|435|80,309|58|323,2,472|160|435|80|309|323,[1 0 1]
96|55|179|270|264|371,88|269|6,1,55|179|270|264|371|269,[0 1 0]
432|165|47|499|308|321,446|81|38,5,165|47|499|308|321|446,[5 0 0]
197|499|414|8|68|362,62|399|137,1,499|414|8|68|362|137,[0 0 1]
234|135|373|176|327|394,106|244|433,6,373|176|327|394|244|433,[0 5 1]
303|35|235|457|70|431,231|206|144,6,235|457|70|431|231|206,[5 1 0]
444|17|79|278|15|387,209|92|418,0,444|17|79|278|15|387,[0 0 0]
430|307|282|164|340|258,112|152|132,10,282|164|340|258|112|132,[5 0 5]
387|471|145|383|178|246,460|101|374,5,471|145|383|178|246|374,[0 0 5]
464|394|294|323|205|24,329|145|250,1,394|294|323|205|24|145,[0 1 0]
302|371|146|485|166|341,87|100|43,1,371|146|485|166|341|43,[0 0 1]
396|260|330|123|248|452,299|456|208,5,260|330|123|248|452|456,[0 5 0]
34|20|371|120|1|248,475|233|186,7,120|1|248|475|233|186,[5 1 1]
257|419|424|116|108|286,103|36|377,6,424|116|108|286|36|377,[0 5 1]
5|407|419|420|200|0,119|385|345,10,419|420|200|0|385|345,[0 5 5]
86|162|400|411|481|423,313|480|143,6,400|411|481|423|313|143,[5 0 1]
343|57|282|155|382|145,429|357|124,6,282|155|382|145|429|124,[1 0 5]
350|368|198|384|271|248,95|354|96,10,198|384|271|248|95|96,[5 0 5]
9|7|320|304|255|388,356|361|338,1,7|320|304|255|388|361,[0 1 0]
428|70|228|361|466|251,25|302|332,6,228|361|466|251|25|332,[5 0 1]
84|472|224|64|459|86,427|352|221,1,472|224|64|459|86|352,[0 1 0]
261|214|88|307|21|190,281|480|91,6,88|307|21|190|281|91,[1 0 5]
482|267|74|159|300|233,171|479|404,6,74|159|300|233|479|404,[0 5 1]
382|89|166|53|417|355,343|69|296,1,89|166|53|417|355|343,[1 0 0]
66|249|327|71|59|370,494|381|374,7,71|59|370|494|381|374,[5 1 1]
305|254|405|308|494|241,416|87|404,2,405|308|494|241|87|404,[0 1 1]
147|74|11|449|27|329,200|172|79,6,11|449|27|329|172|79,[0 5 1]
342|408|9|270|480|311,3|25|237,5,408|9|270|480|311|3,[5 0 0]
455|139|212|465|146|377,301|413|138,5,139|212|465|146|377|138,[0 0 5]
3|494|107|350|128|41,85|46|387,5,494|107|350|128|41|85,[5 0 0]
263|414|248|260|61|283,56|239|326,2,248|260|61|283|239|326,[0 1 1]
328|465|281|418|174|307,393|459|425,2,281|418|174|307|393|459,[1 1 0]
234|11|109|333|144|266,158|207|462,6,109|333|144|266|207|462,[0 1 5]
42|75|92|489|341|430,52|408|326,6,92|489|341|430|52|408,[5 1 0]
239|132|228|440|48|300,356|45|119,0,239|132|228|440|48|300,[0 0 0]
84|414|438|111|232|217,356|286|113,1,414|438|111|232|217|356,[1 0 0]
149|164|330|7|169|145,175|251|494,3,7|169|145|175|251|494,[1 1 1]
331|156|257|402|269|94,376|197|214,6,257|402|269|94|197|214,[0 1 5]
163|272|495|229|335|166,448|368|152,0,163|272|495|229|335|166,[0 0 0]
34|450|366|455|471|248,447|245|406,5,450|366|455|471|248|245,[0 5 0]
455|36|24|138|408|10,328|125|189,1,36|24|138|408|10|189,[0 0 1]
26|152|219|172|361|19,341|141|425,0,26|152|219|172|361|19,[0 0 0]
400|159|315|496|141|108,323|340|257,6,315|496|141|108|323|257,[5 0 1]
8|222|206|206|277|477,404|192|182,6,206|206|277|477|192|182,[0 1 5]
475|332|126|134|330|311,253|173|441,2,126|134|330|311|253|441,[1 0 1]
31|319|138|74|89|489,265|333|40,7,74|89|489|265|333|40,[1 5 1]
300|178|247|373|113|496,48|336|254,5,178|247|373|113|496|48,[5 0 0]
442|113|347|484|238|426,231|382|5,7,484|238|426|231|382|5,[1 5 1]
182|13|334|42|82|192,433|391|107,1,13|334|42|82|192|433,[1 0 0]
80|286|457|488|117|230,184|45|41,0,80|286|457|488|117|230,[0 0 0]
298|229|412|427|184|274,103|334|369,11,427|184|274|103|334|369,[5 5 1]
410|482|310|267|36|161,373|234|185,10,310|267|36|161|373|185,[5 0 5]
213|492|352|124|118|221,47|234|411,2,352|124|118|221|47|411,[1 0 1]
224|293|193|399|447|322,488|28|465,1,293|193|399|447|322|465,[0 0 1]
230|209|134|255|43|416,74|177|39,2,134|255|43|416|74|177,[1 1 0]
450|469|62|484|65|148,386|456|93,6,62|484|65|148|386|93,[5 0 1]
267|380|132|332|437|15,287|163|167,0,267|380|132|332|437|15,[0 0 0]
108|296|45|238|17|236,276|339|240,1,296|45|238|17|236|276,[1 0 0]
144|228|87|190|406|101,334|3|118,6,87|190|406|101|334|3,[5 1 0]
117|47|34|67|246|268,322|1|141,1,47|34|67|246|268|141,[0 0 1]
491|2|243|465|460|339,274|171|21,1,2|243|465|460|339|21,[0 0 1]
56|364|225|315|40|51,226|31|328,5,364|225|315|40|51|226,[5 0 0]
172|158|280|42|387|199,131|192|277,1,158|280|42|387|199|277,[0 0 1]
10|496|159|460|376|354,130|484|57,5,496|159|460|376|354|130,[5 0 0]
489|118|485|81|313|96,31|34|89,3,81|313|96|31|34|89,[1 1 1]
492|4|407|183|259|281,471|339|231,11,183|259|281|471|339|231,[5 1 5]
351|357|372|300|482|183,342|491|375,5,357|372|300|482|183|491,[0 5 0]
223|347|83|31|389|437,228|499|490,6,83|31|389|437|499|490,[0 1 5]
254|373|36|406|245|279,345|59|360,1,373|36|406|245|279|59,[0 1 0]
39|368|367|414|396|51,50|39|351,7,414|396|51|50|39|351,[1 5 1]
438|63|151|451|263|330,27|159|223,3,451|263|330|27|159|223,[1 1 1]
33|256|385|352|402|25,353|383|130,2,385|352|402|25|353|383,[1 1 0]
229|188|75|380|3|429,92|238|69,5,188|75|380|3|429|69,[0 0 5]
274|239|426|218|74|211,246|366|316,6,426|218|74|211|366|316,[0 1 5]
132|359|257|93|424|79,476|74|95,5,359|257|93|424|79|95,[0 0 5]
304|176|167|447|153|416,283|77|148,1,176|167|447|153|416|77,[0 1 0]
353|255|68|154|115|331,182|388|443,2,68|154|115|331|182|443,[1 0 1]
162|27|149|304|14|32,62|479|299,2,149|304|14|32|62|479,[1 1 0]
123|250|12|202|200|346,346|138|135,7,202|200|346|346|138|135,[1 5 1]
442|25|385|283|368|446,353|474|178,2,385|283|368|446|353|474,[1 1 0]
286|288|311|465|91|286,379|254|431,1,288|311|465|91|286|254,[0 1 0]
5|370|252|444|260|286,386|195|465,1,370|252|444|260|286|195,[0 1 0]
43|213|443|319|432|409,169|41|317,1,213|443|319|432|409|169,[1 0 0]
53|389|221|107|271|336,349|256|447,0,53|389|221|107|271|336,[0 0 0]
440|126|28|322|222|454,175|255|427,1,126|28|322|222|454|427,[0 0 1]
113|220|0|202|180|24,198|481|433,0,113|220|0|202|180|24,[0 0 0]
134|444|275|170|254|483,247|325|95,0,134|444|275|170|254|483,[0 0 0]
250|162|224|79|421|426,82|354|120,2,224|79|421|426|82|120,[1 0 1]
183|68|60|407|20|245,54|460|100,6,60|407|20|245|460|100,[0 5 1]
189|2|399|396|44|210,191|38|324,6,399|396|44|210|191|38,[1 5 0]
17|382|368|233|310|127,367|200|36,7,233|310|127|367|200|36,[1 1 5]
87|479|351|416|57|293,8|81|453,5,479|351|416|57|293|453,[0 0 5]
97|298|319|205|39|178,239|377|97,6,319|205|39|178|239|377,[5 1 0]
383|322|244|243|340|262,244|23|371,3,243|340|262|244|23|371,[1 1 1]
495|46|79|287|325|293,113|417|389,1,46|79|287|325|293|113,[1 0 0]
388|15|58|66|299|49,40|360|10,10,58|66|299|49|360|10,[0 5 5]
434|80|479|167|491|272,206|86|465,5,80|479|167|491|272|465,[0 0 5]
327|325|163|239|170|439,407|154|398,1,325|163|239|170|439|398,[0 0 1]
118|162|55|434|422|274,61|446|226,1,162|55|434|422|274|61,[1 0 0]
344|51|50|67|179|121,244|407|112,1,51|50|67|179|121|112,[0 0 1]
414|400|148|441|279|249,197|227|185,6,148|441|279|249|197|185,[1 0 5]
140|478|107|266|468|94,419|55|325,5,478|107|266|468|94|325,[0 0 5]
332|194|487|73|193|488,369|351|200,6,487|73|193|488|369|351,[5 1 0]
228|188|103|208|356|144,247|226|469,2,103|208|356|144|247|469,[1 0 1]
377|496|37|231|474|308,90|76|16,7,231|474|308|90|76|16,[5 1 1]
141|93|484|488|409|88,303|320|349,10,484|488|409|88|303|320,[5 5 0]
241|415|324|186|199|380,152|97|145,0,241|415|324|186|199|380,[0 0 0]
55|98|167|118|202|313,263|489|271,1,98|167|118|202|313|489,[0 1 0]
31|246|102|294|362|98,72|446|324,6,102|294|362|98|446|324,[0 1 5]
409|359|70|396|266|155,276|480|68,0,409|359|70|396|266|155,[0 0 0]
132|206|140|321|104|322,483|16|183,7,321|104|322|483|16|183,[5 1 1]
166|493|418|47|482|202,155|119|445,2,418|47|482|202|119|445,[0 1 1]
315|339|36|472|125|208,297|499|241,2,36|472|125|208|297|499,[1 1 0]
130|272|76|139|84|352,75|102|492,1,272|76|139|84|352|492,[0 0 1]
62|251|429|132|136|180,437|289|432,5,251|429|132|136|180|437,[5 0 0]
223|162|185|301|343|416,195|158|118,0,223|162|185|301|343|416,[0 0 0]
96|171|334|356|340|133,461|118|361,1,171|334|356|340|133|461,[1 0 0]
6|38|327|333|223|208,240|141|228,10,327|333|223|208|240|141,[5 5 0]
109|318|217|231|391|159,233|433|490,7,231|391|159|233|433|490,[1 5 1]
273|4|196|247|80|131,208|51|163,1,4|196|247|80|131|51,[0 1 0]
228|455|191|138|404|410,232|109|54,1,455|191|138|404|410|54,[0 0 1]
14|66|254|26|5|171,382|48|455,5,66|254|26|5|171|455,[0 0 5]
42|67|53|432|343|138,356|262|343,2,53|432|343|138|356|343,[1 0 1]
225|353|403|184|328|466,307|491|396,1,353|403|184|328|466|491,[0 1 0]
219|376|322|385|247|210,139|331|166,1,376|322|385|247|210|139,[1 0 0]
223|376|295|229|390|6,153|495|227,0,223|376|295|229|390|6,[0 0 0]
59|271|221|489|468|488,319|440|131,6,221|489|468|488|319|131,[1 0 5]
273|248|331|179|338|4,65|120|209,5,248|331|179|338|4|120,[0 5 0]
19|489|123|285|13|425,459|49|113,6,123|285|13|425|49|113,[0 5 1]
172|271|472|348|87|210,172|242|247,10,472|348|87|210|242|247,[0 5 5]
402|17|235|362|14|325,186|43|216,2,235|362|14|325|43|216,[0 1 1]
7|443|36|473|210|300,460|179|479,1,443|36|473|210|300|460,[1 0 0]
224|242|283|49|286|281,339|23|173,1,242|283|49|286|281|339,[1 0 0]
441|287|283|397|72|310,161|11|151,1,287|283|397|72|310|151,[0 0 1]
135|271|61|256|469|34,175|468|280,2,61|256|469|34|175|468,[1 1 0]
449|457|222|233|16|116,322|462|338,6,222|233|16|116|322|462,[5 1 0]
65|56|498|459|323|165,321|192|479,6,498|459|323|165|192|479,[0 5 1]
302|432|277|115|448|121,11|436|52,6,277|115|448|121|436|52,[0 1 5]
114|169|112|45|478|455,58|86|387,10,112|45|478|455|58|387,[5 0 5]
207|497|24|170|316|247,279|497|296,2,24|170|316|247|279|497,[1 1 0]
438|204|118|38|55|450,306|195|192,6,118|38|55|450|195|192,[0 1 5]
18|462|277|279|64|118,344|44|13,2,277|279|64|118|344|13,[1 0 1]
292|307|96|242|287|491,51|32|38,1,307|96|242|287|491|32,[0 1 0]
298|148|327|244|180|349,164|384|384,6,327|244|180|349|384|384,[0 5 1]
481|181|457|378|237|291,204|19|20,2,457|378|237|291|19|20,[0 1 1]
184|274|98|232|394|473,233|48|22,5,274|98|232|394|473|48,[0 5 0]
83|122|142|380|99|49,196|498|330,2,142|380|99|49|196|498,[1 1 0]
190|49|255|248|14|343,289|467|37,1,49|255|248|14|343|37,[0 0 1]
205|248|27|39|230|269,40|32|444,5,248|27|39|230|269|32,[0 5 0]
194|12|267|354|339|450,374|77|256,5,12|267|354|339|450|77,[0 5 0]
24|115|18|482|346|213,316|168|266,5,115|18|482|346|213|168,[0 5 0]
45|109|363|319|381|185,215|340|136,6,363|319|381|185|215|340,[5 1 0]
123|120|441|143|401|314,373|241|268,5,120|441|143|401|314|268,[0 0 5]
106|142|453|498|51|333,299|371|453,7,498|51|333|299|371|453,[5 1 1]
84|76|295|212|470|126,336|86|86,6,295|212|470|126|336|86,[5 1 0]
440|221|306|425|212|452,259|137|12,0,440|221|306|425|212|452,[0 0 0]
75|295|281|93|219|451,320|47|224,7,93|219|451|320|47|224,[1 1 5]
263|274|48|255|312|122,461|184|344,1,274|48|255|312|122|461,[1 0 0]
495|142|498|476|91|81,322|48|18,0,495|142|498|476|91|81,[0 0 0]
9|445|11|181|383|392,489|488|188,2,11|181|383|392|488|188,[0 1 1]
397|437|129|133|67|405,40|137|78,1,437|129|133|67|405|40,[1 0 0]
325|115|186|490|155|324,151|94|269,3,490|155|324|151|94|269,[1 1 1]
260|151|438|347|326|378,488|312|267,5,151|438|347|326|378|488,[5 0 0]
225|147|33|108|392|393,459|222|387,2,33|108|392|393|459|387,[1 0 1]
372|266|381|56|104|467,334|233|428,5,266|381|56|104|467|334,[5 0 0]
20|185|421|408|289|6,328|168|131,2,421|408|289|6|168|131,[0 1 1]
435|355|409|356|207|320,174|270|222,6,409|356|207|320|270|222,[0 5 1]
335|272|71|148|50|91,36|156|156,2,71|148|50|91|36|156,[1 0 1]
451|240|434|75|292|232,313|226|440,6,434|75|292|232|226|440,[0 5 1]
152|387|325|37|55|267,439|396|191,1,387|325|37|55|267|396,[0 1 0]
176|72|201|241|62|201,412|411|104,0,176|72|201|241|62|201,[0 0 0]
179|9|200|169|36|380,71|163|495,1,9|200|169|36|380|495,[0 0 1]
413|188|144|37|461|183,99|339|463,6,144|37|461|183|99|339,[1 5 0]
92|326|467|231|424|125,275|125|390,6,467|231|424|125|275|125,[5 1 0]
286|139|172|260|135|335,12|410|188,6,172|260|135|335|12|188,[5 0 1]
121|74|331|333|306|422,341|495|436,1,74|331|333|306|422|341,[1 0 0]
200|177|111|184|168|448,388|484|194,1,177|111|184|168|448|194,[0 0 1]
182|412|459|175|465|30,218|327|167,1,412|459|175|465|30|167,[0 0 1]
432|123|422|419|321|271,50|390|20,6,422|419|321|271|50|20,[5 0 1]
210|351|411|466|90|205,112|168|324,6,411|466|90|205|168|324,[0 1 5]
221|27|95|497|362|377,150|311|349,0,221|27|95|497|362|377,[0 0 0]
364|482|326|203|245|491,437|158|328,6,326|203|245|491|158|328,[0 1 5]
44|181|457|300|420|237,118|372|27,1,181|457|300|420|237|27,[0 0 1]
484|110|432|129|155|114,473|128|152,1,110|432|129|155|114|152,[0 0 1]
126|244|318|23|359|111,60|21|39,2,318|23|359|111|60|21,[1 1 0]
257|482|408|452|373|102,202|295|111,5,482|408|452|373|102|202,[5 0 0]
182|90|468|221|48|239,378|88|267,1,90|468|221|48|239|378,[1 0 0]
59|113|228|164|281|453,250|18|361,5,113|228|164|281|453|250,[5 0 0]
300|127|346|266|272|138,144|157|187,1,127|346|266|272|138|144,[1 0 0]
105|146|475|119|221|414,406|108|176,3,119|221|414|406|108|176,[1 1 1]
260|178|441|353|367|376,354|77|172,6,441|353|367|376|77|172,[0 1 5]
270|83|68|220|288|79,416|19|160,5,83|68|220|288|79|160,[0 0 5]
142|350|299|308|33|469,215|185|70,1,350|299|308|33|469|215,[1 0 0]
465|284|264|159|209|379,272|388|139,0,465|284|264|159|209|379,[0 0 0]
466|465|412|213|263|420,460|242|273,5,465|412|213|263|420|460,[5 0 0]
342|197|10|84|82|241,116|227|433,3,84|82|241|116|227|433,[1 1 1]
89|192|124|79|498|228,374|285|179,5,192|124|79|498|228|179,[0 0 5]
447|195|301|403|324|195,218|138|343,6,301|403|324|195|138|343,[0 1 5]
132|126|357|225|326|270,134|196|170,1,126|357|225|326|270|134,[1 0 0]
489|271|292|386|425|284,115|494|222,0,489|271|292|386|425|284,[0 0 0]
352|387|403|462|3|498,151|344|453,1,387|403|462|3|498|151,[1 0 0]
42|434|101|63|308|369,288|290|341,2,101|63|308|369|290|341,[0 1 1]
86|303|106|475|320|303,189|221|315,5,303|106|475|320|303|315,[0 0 5]
304|87|91|368|364|364,189|498|405,0,304|87|91|368|364|364,[0 0 0]
357|107|91|63|193|317,55|174|274,1,107|91|63|193|317|55,[1 0 0]
339|172|81|141|436|327,440|494|300,0,339|172|81|141|436|327,[0 0 0]
37|213|101|486|371|47,408|165|380,11,486|371|47|408|165|380,[1 5 5]
330|248|220|337|200|147,255|328|339,2,220|337|200|147|328|339,[0 1 1]
86|336|370|63|422|489,450|320|363,6,370|63|422|489|450|320,[1 5 0]
217|168|462|469|113|454,145|26|11,1,168|462|469|113|454|145,[1 0 0]
468|215|146|228|471|214,418|495|51,1,215|146|228|471|214|418,[1 0 0]
199|228|178|98|68|37,405|171|99,11,98|68|37|405|171|99,[5 5 1]
125|246|340|494|467|170,76|351|106,1,246|340|494|467|170|76,[1 0 0]
292|457|220|251|499|5,76|341|12,0,292|457|220|251|499|5,[0 0 0]
244|10|200|70|399|107,397|256|400,2,200|70|399|107|397|256,[1 1 0]
113|243|388|474|395|480,290|7|394,1,243|388|474|395|480|7,[0 1 0]
27|367|37|146|381|451,220|370|278,1,367|37|146|381|451|278,[0 0 1]
417|97|377|211|421|17,339|355|279,2,377|211|421|17|339|279,[1 0 1]
474|143|230|44|91|135,142|216|361,1,143|230|44|91|135|361,[0 0 1]
321|410|221|454|445|99,312|99|412,6,221|454|445|99|99|412,[0 1 5]
459|214|399|62|79|308,215|192|213,10,399|62|79|308|215|192,[5 5 0]
16|266|314|445|172|397,278|431|456,6,314|445|172|397|278|456,[1 0 5]
328|245|422|487|171|107,5|315|330,3,487|171|107|5|315|330,[1 1 1]
114|179|356|361|6|377,267|3|365,0,114|179|356|361|6|377,[0 0 0]
48|490|109|300|121|133,155|412|253,6,109|300|121|133|155|412,[1 5 0]
343|237|53|175|436|103,299|264|387,1,237|53|175|436|103|387,[0 0 1]
282|214|280|267|305|274,161|290|266,1,214|280|267|305|274|161,[1 0 0]
427|56|454|136|378|411,482|26|454,1,56|454|136|378|411|482,[1 0 0]
252|27|211|390|466|20,353|155|199,7,390|466|20|353|155|199,[1 5 1]
319|453|28|38|72|463,112|382|119,6,28|38|72|463|112|119,[1 0 5]
220|250|391|437|163|122,478|99|144,1,250|391|437|163|122|144,[0 0 1]
242|79|480|417|17|283,109|157|362,1,79|480|417|17|283|157,[0 1 0]
415|56|472|51|398|116,482|441|3,3,51|398|116|482|441|3,[1 1 1]
295|347|184|51|128|286,84|385|98,0,295|347|184|51|128|286,[0 0 0]
26|442|466|352|191|392,466|125|2,1,442|466|352|191|392|2,[0 0 1]
408|473|499|333|75|16,133|358|372,7,333|75|16|133|358|372,[5 1 1]
127|252|423|414|194|467,463|235|29,6,423|414|194|467|463|29,[5 0 1]
298|193|380|275|64|190,301|444|14,2,380|275|64|190|301|14,[1 0 1]
26|312|420|391|377|121,155|383|106,7,391|377|121|155|383|106,[5 1 1]
7|417|20|474|167|132,437|431|383,5,417|20|474|167|132|431,[0 5 0]
424|63|306|222|394|134,191|344|189,5,63|306|222|394|134|189,[0 0 5]
123|283|67|337|57|357,41|495|38,7,337|57|357|41|495|38,[1 1 5]
466|375|57|391|86|136,3|234|459,7,391|86|136|3|234|459,[1 5 1]
254|491|155|174|77|354,106|169|344,0,254|491|155|174|77|354,[0 0 0]
181|345|379|374|470|475,314|175|180,6,379|374|470|475|175|180,[0 5 1]
350|121|14|49|331|200,212|201|328,1,121|14|49|331|200|212,[1 0 0]
133|333|146|268|76|58,170|94|148,7,268|76|58|170|94|148,[1 1 5]
466|80|435|436|123|450,385|439|245,1,80|435|436|123|450|439,[0 1 0]
479|54|90|40|24|251,229|329|15,5,54|90|40|24|251|15,[0 0 5]
357|117|79|298|204|16,168|440|302,6,79|298|204|16|168|302,[5 0 1]
99|69|77|441|12|62,391|309|350,5,69|77|441|12|62|391,[5 0 0]
357|310|306|120|363|198,149|203|167,2,306|120|363|198|149|203,[1 1 0]
428|386|389|282|472|475,349|100|386,1,386|389|282|472|475|349,[1 0 0]
401|318|487|445|211|397,464|396|209,1,318|487|445|211|397|209,[0 0 1]
215|278|368|386|421|152,412|261|138,2,368|386|421|152|261|138,[0 1 1]
97|70|136|299|209|394,490|132|216,5,70|136|299|209|394|490,[5 0 0]
259|495|446|317|76|199,412|67|137,0,259|495|446|317|76|199,[0 0 0]
357|245|477|383|267|237,43|223|111,0,357|245|477|383|267|237,[0 0 0]
58|310|156|341|276|94,488|255|267,6,156|341|276|94|488|267,[5 0 1]
11|189|68|281|431|146,57|426|79,6,68|281|431|146|57|79,[5 0 1]
450|54|167|451|376|12,429|197|481,2,167|451|376|12|429|481,[1 0 1]
414|358|53|325|488|365,285|78|396,1,358|53|325|488|365|285,[1 0 0]
367|73|158|61|357|164,489|323|312,6,158|61|357|164|489|312,[1 0 5]
370|355|85|480|188|297,317|314|390,6,85|480|188|297|314|390,[0 1 5]
23|243|156|255|123|199,366|349|446,3,255|123|199|366|349|446,[1 1 1]
291|123|252|318|203|326,107|72|136,6,252|318|203|326|107|72,[1 5 0]
437|224|290|45|183|322,368|435|413,3,45|183|322|368|435|413,[1 1 1]
382|156|66|34|237|317,459|68|326,5,156|66|34|237|317|459,[5 0 0]
63|369|172|88|411|117,191|289|174,6,172|88|411|117|191|289,[1 5 0]
235|453|443|355|297|416,258|15|380,1,453|443|355|297|416|258,[1 0 0]
263|353|350|320|93|358,250|31|489,6,350|320|93|358|250|31,[5 1 0]
10|41|392|140|23|169,89|472|82,6,392|140|23|169|89|82,[1 0 5]
228|15|380|137|41|42,328|379|306,0,228|15|380|137|41|42,[0 0 0]
386|133|287|443|9|309,106|464|8,6,287|443|9|309|106|8,[1 0 5]
314|39|196|108|174|388,426|267|100,5,39|196|108|174|388|100,[0 0 5]
272|319|104|211|146|69,293|380|450,2,104|211|146|69|293|450,[1 0 1]
26|66|48|258|99|357,382|19|293,2,48|258|99|357|382|19,[1 1 0]
319|63|413|134|347|260,270|386|150,10,413|134|347|260|386|150,[0 5 5]
11|315|429|122|292|176,227|369|90,2,429|122|292|176|227|369,[1 1 0]
121|415|476|103|32|426,106|144|46,1,415|476|103|32|426|144,[0 1 0]
415|365|460|438|107|446,254|58|439,5,365|460|438|107|446|58,[0 5 0]
128|445|123|76|79|338,237|149|374,6,123|76|79|338|237|149,[1 5 0]
377|225|135|405|285|50,345|307|403,3,405|285|50|345|307|403,[1 1 1]
204|50|499|474|19|234,135|194|384,6,499|474|19|234|194|384,[0 5 1]
455|480|207|103|436|452,433|194|344,7,103|436|452|433|194|344,[1 1 5]
43|29|66|283|457|1,481|118|31,6,66|283|457|1|481|31,[1 0 5]
251|498|460|443|118|387,248|50|261,2,460|443|118|387|248|50,[1 1 0]
190|267|376|126|24|226,58|78|209,10,376|126|24|226|58|78,[5 5 0]
44|217|424|114|10|167,56|154|143,1,217|424|114|10|167|56,[1 0 0]
403|108|236|200|473|357,488|181|473,3,200|473|357|488|181|473,[1 1 1]
264|457|35|189|191|129,54|349|273,0,264|457|35|189|191|129,[0 0 0]
68|438|302|343|266|97,375|158|108,6,302|343|266|97|375|158,[1 5 0]
68|207|437|362|362|284,306|442|271,5,207|437|362|362|284|271,[0 0 5]
78|54|265|403|206|36,72|431|176,6,265|403|206|36|431|176,[0 5 1]
431|116|419|75|450|466,391|336|303,1,116|419|75|450|466|303,[0 0 1]
274|342|419|372|29|455,199|112|296,6,419|372|29|455|112|296,[0 1 5]
56|2|462|97|109|203,151|403|85,1,2|462|97|109|203|151,[1 0 0]
92|44|35|13|371|236,197|26|465,3,13|371|236|197|26|465,[1 1 1]
282|372|45|356|240|219,3|14|273,1,372|45|356|240|219|273,[0 0 1]
147|195|311|12|416|463,319|53|349,6,311|12|416|463|319|349,[5 0 1]
278|330|321|397|25|138,127|487|213,5,330|321|397|25|138|127,[5 0 0]
321|333|104|101|282|266,11|451|115,5,333|104|101|282|266|115,[0 0 5]
452|428|407|94|307|245,239|423|159,2,407|94|307|245|239|159,[1 0 1]
379|284|94|326|379|42,332|306|57,5,284|94|326|379|42|57,[0 0 5]
347|395|316|96|59|56,366|380|306,6,316|96|59|56|366|306,[5 0 1]
120|22|294|1|138|58,234|132|99,2,294|1|138|58|234|132,[1 1 0]
495|44|274|326|94|179,300|388|26,6,274|326|94|179|388|26,[0 5 1]
164|429|100|148|96|482,272|483|231,1,429|100|148|96|482|231,[0 0 1]
152|61|38|449|287|356,385|197|137,1,61|38|449|287|356|137,[0 0 1]
428|188|6|166|30|165,211|25|86,5,188|6|166|30|165|25,[0 5 0]
493|419|456|142|322|332,283|447|299,0,493|419|456|142|322|332,[0 0 0]
44|19|139|269|475|242,282|97|147,1,19|139|269|475|242|282,[1 0 0]
